#Date,Adj Close
2013-05-21,10.838686
2013-05-13,11.588531
2013-05-06,10.848425
2013-04-29,10.614705
2013-04-22,10.575752
2013-04-15,10.264129
2013-04-08,10.312819
2013-04-01,9.64088
2013-03-25,9.397423
2013-03-18,9.387685
2013-03-11,9.368208
2013-03-04,9.163705
2013-02-25,8.832603
2013-02-19,8.813128
2013-02-11,8.57941
2013-02-04,8.706006
2013-01-28,8.715745
2013-01-21,8.258046
2013-01-14,8.219093
2013-01-07,8.121711
2012-12-31,7.946422
2012-12-24,7.712704
2012-12-17,7.622138
2012-12-10,7.077016
2012-12-03,6.95269
2012-11-26,6.904872
2012-11-19,6.876182
2012-11-12,6.59884
2012-11-05,6.407568
2012-10-29,6.455387
2012-10-22,6.617967
2012-10-15,6.541459
2012-10-09,6.321497
2012-10-01,6.445823
2012-09-24,6.589276
2012-09-17,6.665784
2012-09-10,6.570149
2012-09-04,6.455387
2012-08-27,6.474514
2012-08-20,6.570149
2012-08-13,6.570149
2012-08-07,6.33106
2012-07-30,6.33106
2012-07-23,6.359751
2012-07-16,6.455387
2012-07-09,6.704039
2012-07-03,7.019635
2012-06-25,6.799674
2012-06-18,6.378878
2012-06-11,6.522331
2012-06-04,6.484077
2012-05-28,6.216298
2012-05-22,6.484077
2012-05-14,6.570149
2012-05-07,6.857055
2012-04-30,7.057889
2012-04-23,7.363922
2012-04-16,7.459558
2012-04-09,7.335232
2012-04-02,7.660392
2012-03-26,7.918607
2012-03-19,7.775155
2012-03-12,7.975989
2012-03-05,7.775155
2012-02-27,7.383049
2012-02-21,7.631701
2012-02-13,7.497812
2012-02-06,7.124834
2012-01-30,6.923999
2012-01-23,6.981381
2012-01-16,6.79011
2012-01-09,6.608403
2012-01-03,6.694475
2011-12-28,6.742293
2011-12-19,6.62753
2011-12-12,6.545124
2011-12-05,6.723798
2011-11-28,6.686182
2011-11-21,6.31943
2011-11-14,6.479296
2011-11-07,6.648567
2011-10-31,6.799029
2011-10-24,6.92128
2011-10-17,6.789626
2011-10-11,6.780222
2011-10-03,6.657971
2011-09-26,6.780222
2011-09-19,6.695586
2011-09-12,6.958896
2011-09-06,6.676779
2011-08-29,6.874261
2011-08-22,6.817837
2011-08-15,6.770818
2011-08-08,7.118763
2011-08-02,7.40088
2011-07-25,7.871076
2011-07-18,8.021538
2011-07-11,7.983922
2011-07-04,8.068558
2011-06-27,7.974518
2011-06-20,7.711209
2011-06-13,7.551342
2011-06-06,7.485515
2011-05-30,7.61717
2011-05-24,7.664189
2011-05-16,7.626574
2011-05-09,7.777037
2011-05-02,7.889884
2011-04-25,8.012135
2011-04-18,7.889884
2011-04-11,7.852268
2011-04-04,8.068558
2011-03-28,8.040346
2011-03-21,7.993327
2011-03-14,7.711209
2011-03-07,8.43531
2011-02-28,8.86789
2011-02-22,8.708024
2011-02-14,9.027758
2011-02-07,8.69862
2011-01-31,8.613985
2011-01-24,8.510542
2011-01-17,8.510542
2011-01-10,8.632793
2011-01-04,8.519946
2010-12-29,8.256636
2010-12-20,8.472926
2010-12-13,8.266928
2010-12-06,8.322287
2010-11-29,8.220795
2010-11-22,8.036265
2010-11-15,8.183888
2010-11-08,7.888642
2010-11-01,7.630301
2010-10-25,7.418091
2010-10-18,7.556488
2010-10-12,7.657979
2010-10-04,7.713338
2010-09-27,7.565714
2010-09-20,7.565714
2010-09-13,7.78715
2010-09-07,7.510356
2010-08-30,7.611847
2010-08-23,7.464223
2010-08-16,7.602621
2010-08-09,7.574941
2010-08-03,7.907094
2010-07-26,7.870188
2010-07-19,7.777924
2010-07-12,7.870188
2010-07-05,7.704112
2010-06-28,7.50113
2010-06-21,8.017812
2010-06-14,8.119304
2010-06-07,7.870188
2010-05-31,8.017812
2010-05-25,8.230021
2010-05-17,8.091624
2010-05-10,8.645213
2010-05-03,8.857423
2010-04-26,9.217255
2010-04-19,9.12499
2010-04-12,9.226481
2010-04-05,9.401784
2010-03-29,9.46637
2010-03-22,8.986592
2010-03-15,8.866649
2010-03-08,8.903554
2010-03-01,8.59908
2010-02-22,8.44223
2010-02-16,8.44223
2010-02-08,8.396098
2010-02-01,8.396098
2010-01-25,8.488362
2010-01-18,8.912781
2010-01-11,9.198802
2010-01-04,9.069631
2009-12-29,8.737478
2009-12-21,8.552949
2009-12-14,8.396795
2009-12-07,8.09462
2009-11-30,8.396795
2009-11-23,7.8657
2009-11-16,7.819916
2009-11-09,8.277757
2009-11-02,8.2686
2009-10-26,8.213659
2009-10-19,8.442579
2009-10-13,8.424265
2009-10-05,8.167874
2009-09-28,7.975582
2009-09-21,8.772224
2009-09-14,8.909575
2009-09-08,9.101869
2009-08-31,8.836321
2009-08-24,9.239222
2009-08-17,9.275848
2009-08-10,9.294162
2009-08-04,9.220907
2009-07-27,9.193438
2009-07-20,8.863792
2009-07-13,8.360168
2009-07-06,8.186188
2009-06-29,8.534146
2009-06-22,8.781381
2009-06-15,8.708127
2009-06-08,9.101869
2009-06-01,8.854635
2009-05-25,8.753911
2009-05-19,8.442579
2009-05-11,8.607401
2009-05-04,8.708127
2009-04-27,8.186188
2009-04-20,8.167874
2009-04-13,8.231972
2009-04-06,8.057993
2009-03-30,7.874857
2009-03-23,7.719191
2009-03-16,7.059901
2009-03-09,6.931705
2009-03-02,6.455551
2009-02-23,7.178939
2009-02-17,7.160625
2009-02-09,7.352918
2009-02-02,7.89317
2009-01-26,7.63678
2009-01-19,7.673407
2009-01-12,7.618466
2009-01-05,8.460893
2008-12-29,8.29607
2008-12-22,8.195345
2008-12-15,7.905529
2008-12-08,7.615417
2008-12-01,7.361569
2008-11-24,8.422289
2008-11-17,7.434097
2008-11-10,8.540146
2008-11-03,9.247292
2008-10-27,9.04784
2008-10-20,8.522014
2008-10-14,9.473941
2008-10-06,9.065972
2008-09-29,11.667907
2008-09-22,13.045935
2008-09-15,12.438515
2008-09-08,12.737692
2008-09-02,13.136594
2008-08-25,13.807476
2008-08-18,13.535498
2008-08-11,13.598959
2008-08-05,14.142918
2008-07-28,14.052258
2008-07-21,14.3605
2008-07-14,13.870938
2008-07-07,14.006927
2008-06-30,14.07039
2008-06-23,14.278907
2008-06-16,14.514623
2008-06-09,15.112976
2008-06-02,15.294296
2008-05-26,15.212703
2008-05-20,14.859129
2008-05-12,15.221768
2008-05-05,14.414896
2008-04-28,15.076712
2008-04-21,14.559952
2008-04-14,14.151983
2008-04-07,13.780278
2008-03-31,13.961597
2008-03-24,13.37231
2008-03-17,12.946209
2008-03-10,13.14566
2008-03-03,13.734948
2008-02-25,14.451159
2008-02-19,14.469293
2008-02-11,14.559952
2008-02-04,13.589892
2008-01-28,14.260775
2008-01-21,13.780278
2008-01-14,14.02506
2008-01-07,14.958855
2007-12-31,14.913526
2007-12-24,15.684132
2007-12-17,15.539078
2007-12-10,15.386206
2007-12-03,15.997697
2007-11-26,15.790868
2007-11-19,15.116428
2007-11-12,15.287287
2007-11-05,15.844824
2007-10-29,16.501278
2007-10-22,16.465307
2007-10-15,16.177546
2007-10-09,17.220678
2007-10-01,17.157732
2007-09-24,16.798031
2007-09-17,16.294451
2007-09-10,16.159561
2007-09-04,15.943741
2007-08-27,16.393366
2007-08-20,16.501278
2007-08-13,15.548071
2007-08-07,16.555233
2007-07-30,17.256649
2007-07-23,17.643328
2007-07-16,18.317768
2007-07-09,18.524595
2007-07-03,18.299782
2007-06-25,18.245827
2007-06-18,18.210075
2007-06-11,18.434338
2007-06-04,18.066549
2007-05-28,18.129341
2007-05-22,17.671848
2007-05-14,17.357882
2007-05-07,17.896111
2007-04-30,17.761553
2007-04-23,17.384792
2007-04-16,17.582144
2007-04-09,17.833315
2007-04-02,17.761553
2007-03-26,17.833315
2007-03-19,18.08449
2007-03-12,17.313028
2007-03-05,17.591114
2007-02-26,17.492437
2007-02-19,18.586836
2007-02-14,18.254929
